Run,Image,SSIM,MSE
43,random_image_10.jpg,0.8878870790392366,36.564499350385525
43,random_image_8.jpg,0.8355484985204275,14.788502511249488
43,random_image_9.jpg,0.816407941831002,17.718855792850718
44,random_image_4.jpg,0.8222425362468146,16.7507794446686
44,random_image_5.jpg,0.8841847746050576,19.81020066889632
44,random_image_7.jpg,0.8717699181389782,18.833256406695476
44,random_image_6.jpg,0.823826665895304,28.448873177198408
44,random_image_2.jpg,0.7844953825399152,67.27158749427849
44,random_image_3.jpg,0.8528521842059538,42.51008548900623
44,random_image_1.jpg,0.9338219724340472,18.791952583688122
44,random_image_10.jpg,0.8878870790392366,36.564499350385525
44,random_image_8.jpg,0.8355484985204275,14.788502511249488
44,random_image_9.jpg,0.816407941831002,17.718855792850718
45,random_image_4.jpg,0.8222425362468146,16.7507794446686
45,random_image_5.jpg,0.8841847746050576,19.81020066889632
45,random_image_7.jpg,0.8717699181389782,18.833256406695476
45,random_image_6.jpg,0.823826665895304,28.448873177198408
45,random_image_2.jpg,0.7844953825399152,67.27158749427849
45,random_image_3.jpg,0.8528521842059538,42.51008548900623
45,random_image_1.jpg,0.9338219724340472,18.791952583688122
45,random_image_10.jpg,0.8878870790392366,36.564499350385525
45,random_image_8.jpg,0.8355484985204275,14.788502511249488
45,random_image_9.jpg,0.816407941831002,17.718855792850718
46,random_image_4.jpg,0.8222425362468146,16.7507794446686
46,random_image_5.jpg,0.8841847746050576,19.81020066889632
46,random_image_7.jpg,0.8717699181389782,18.833256406695476
46,random_image_6.jpg,0.823826665895304,28.448873177198408
46,random_image_2.jpg,0.7844953825399152,67.27158749427849
46,random_image_3.jpg,0.8528521842059538,42.51008548900623
46,random_image_1.jpg,0.9338219724340472,18.791952583688122
46,random_image_10.jpg,0.8878870790392366,36.564499350385525
46,random_image_8.jpg,0.8355484985204275,14.788502511249488
46,random_image_9.jpg,0.816407941831002,17.718855792850718
47,random_image_4.jpg,0.8222425362468146,16.7507794446686
47,random_image_5.jpg,0.8841847746050576,19.81020066889632
47,random_image_7.jpg,0.8717699181389782,18.833256406695476
47,random_image_6.jpg,0.823826665895304,28.448873177198408
47,random_image_2.jpg,0.7844953825399152,67.27158749427849
47,random_image_3.jpg,0.8528521842059538,42.51008548900623
47,random_image_1.jpg,0.9338219724340472,18.791952583688122
47,random_image_10.jpg,0.8878870790392366,36.564499350385525
47,random_image_8.jpg,0.8355484985204275,14.788502511249488
47,random_image_9.jpg,0.816407941831002,17.718855792850718
48,random_image_4.jpg,0.8222425362468146,16.7507794446686
48,random_image_5.jpg,0.8841847746050576,19.81020066889632
48,random_image_7.jpg,0.8717699181389782,18.833256406695476
48,random_image_6.jpg,0.823826665895304,28.448873177198408
48,random_image_2.jpg,0.7844953825399152,67.27158749427849
48,random_image_3.jpg,0.8528521842059538,42.51008548900623
48,random_image_1.jpg,0.9338219724340472,18.791952583688122
48,random_image_10.jpg,0.8878870790392366,36.564499350385525
48,random_image_8.jpg,0.8355484985204275,14.788502511249488
48,random_image_9.jpg,0.816407941831002,17.718855792850718
49,random_image_4.jpg,0.8222425362468146,16.7507794446686
49,random_image_5.jpg,0.8841847746050576,19.81020066889632
49,random_image_7.jpg,0.8717699181389782,18.833256406695476
49,random_image_6.jpg,0.823826665895304,28.448873177198408
49,random_image_2.jpg,0.7844953825399152,67.27158749427849
49,random_image_3.jpg,0.8528521842059538,42.51008548900623
49,random_image_1.jpg,0.9338219724340472,18.791952583688122
49,random_image_10.jpg,0.8878870790392366,36.564499350385525
49,random_image_8.jpg,0.8355484985204275,14.788502511249488
49,random_image_9.jpg,0.816407941831002,17.718855792850718
50,random_image_4.jpg,0.8222425362468146,16.7507794446686
50,random_image_5.jpg,0.8841847746050576,19.81020066889632
50,random_image_7.jpg,0.8717699181389782,18.833256406695476
50,random_image_6.jpg,0.823826665895304,28.448873177198408
50,random_image_2.jpg,0.7844953825399152,67.27158749427849
50,random_image_3.jpg,0.8528521842059538,42.51008548900623
50,random_image_1.jpg,0.9338219724340472,18.791952583688122
50,random_image_10.jpg,0.8878870790392366,36.564499350385525
50,random_image_8.jpg,0.8355484985204275,14.788502511249488
50,random_image_9.jpg,0.816407941831002,17.718855792850718
