File,Method,SSIM,MSE
5F7D557F-7116-4EDC-94AA-850A9474AC11_1_105_c.jpeg,Simple Resize,0.13838985341717155,106.07942708333333
314D7A02-5394-4D9F-B576-BDF3A162E2B2_1_105_c.jpeg,Simple Resize,0.2802079703896054,105.08272298177083
49660A09-1691-42F8-9712-983F173CCFC9_4_5005_c.jpeg,Simple Resize,0.055289514491163184,104.37604166666667
CFA038EA-B93F-4E89-8B4E-DFC35ED652A2_4_5005_c.jpeg,Simple Resize,0.5225144273059238,57.48650462962963
95C2D12F-0B56-404F-B5C6-EA596E8FDEC5_4_5005_c.jpeg,Simple Resize,0.23471745654852008,79.55703703703703
CD658214-78B2-4B69-810C-7C6ED78E9A2E_1_105_c.jpeg,Simple Resize,0.060214805588012926,105.46622212727864
D69DA647-B355-4FB3-9A8C-D339823E2D88_1_105_c.jpeg,Simple Resize,0.4898777834039084,109.0043233235677
D3B71FC8-583C-4002-9370-E4B574F58BCA_1_105_c.jpeg,Simple Resize,0.2187209268705613,97.56136576334636
33F33DEB-5A36-46DD-ABD7-F579D5F18202_1_105_c.jpeg,Simple Resize,0.5387801337410083,97.37703959147136
353CE7A8-381D-468D-90BA-2CA67FC73305_4_5005_c.jpeg,Simple Resize,0.05008489610815278,105.26747685185185
80E296C9-E713-445D-B849-2D9C35D7FBE5_1_105_c.jpeg,Simple Resize,0.4328011019136216,99.6715596516927
CBF999F7-8890-47D5-8993-10B895DDCE10_1_105_c.jpeg,Simple Resize,0.4071356843011409,103.70742289225261
7171DE5E-9E2A-4DB9-BC37-DCC3B54B25AA_1_105_c.jpeg,Simple Resize,0.5041238348823125,101.2470194498698
C27AB232-D950-45A0-B750-17912E92C0BD_4_5005_c.jpeg,Simple Resize,0.03553351263922417,103.961875
F940A447-F0B3-47A5-B90C-848DA170405D_1_105_c.jpeg,Simple Resize,0.06109102518728904,103.9658203125
CE0CF362-A76F-405F-A0C3-C47B8B8A199A_4_5005_c.jpeg,Simple Resize,0.0562108943764053,105.64370370370371
A081F3CB-7FE5-402F-BDC6-0C0385FA27B1_4_5005_c.jpeg,Simple Resize,0.2050909167883333,103.74259259259259
515B27FE-846C-44FD-B6DF-F0A8C3E561D4_1_105_c.jpeg,Simple Resize,0.15827042363306348,103.48524983723958
CC1E6879-803F-42F3-B5D1-9FCBEDD5DBD1_4_5005_c.jpeg,Simple Resize,0.0699977481136272,105.91439814814815
2523EB53-8888-4CF3-8212-38E5C1035FC7_1_105_c.jpeg,Simple Resize,0.1175078480599427,101.96050516764323
AB5FBA05-4E15-4366-9A35-4315E39DDB24_4_5005_c.jpeg,Simple Resize,0.5869925762919413,82.6985401459854
5D342407-ED8D-430F-8FFA-24D81852B817_1_105_c.jpeg,Simple Resize,0.4769609171982915,87.94813028971355
7F0F85FA-84CA-48D3-B617-3D6EB9C7B87C_4_5005_c.jpeg,Simple Resize,0.07986553569297943,104.11280092592592
4D748690-1E4D-4323-AB22-0B8DD3935D4B_4_5005_c.jpeg,Simple Resize,0.1252451643761999,97.62620370370371
302D12BC-6CB9-4991-9AFC-1DD883FC8889_1_105_c.jpeg,Simple Resize,0.5085772894798142,108.31084696451823
A85A722E-8B11-4D30-8393-60DB26E1B316_1_105_c.jpeg,Simple Resize,0.35647493706811295,102.69972737630208
B8477019-2B4C-477B-9087-BA7A12E655EC_1_105_c.jpeg,Simple Resize,0.03405975021748958,104.98037211100261
6991EA16-4480-4D94-A8DE-F852AA5A91DF_1_105_c.jpeg,Simple Resize,0.39648073040137705,101.9923095703125
562A6C3B-59EA-4674-9159-61C09551B1DC_1_105_c.jpeg,Simple Resize,0.6181735055406758,91.73225045446189
24688BDA-4485-4338-BB72-C4B93D2B6724_1_105_c.jpeg,Simple Resize,0.43916831182384697,104.05836486816406
4F24ACF2-B8DA-4F50-BA54-328C9940606C_1_105_c.jpeg,Simple Resize,0.05877865001018753,105.44036865234375
FB020BF1-03FA-4A9B-9D02-FEAC1EAD3B27_1_105_c.jpeg,Simple Resize,0.3793421733796032,104.07672119140625
36F9C802-0E93-47AC-B0C2-E313284B9998_1_105_c.jpeg,Simple Resize,0.040750492431139526,103.3788914469663
58A33786-5E28-4274-8DB0-3899F3E7FFAD_1_105_c.jpeg,Simple Resize,0.13843440672076163,103.66432189941406
39167827-CE29-4799-AFC2-C64D405A7076_1_105_c.jpeg,Simple Resize,0.12082092162010276,103.20892842610677
ADEE91B3-BE5E-4F10-AD5E-3A6F0C87085D_4_5005_c.jpeg,Simple Resize,0.5980442569585485,92.40472319008904
DFACD8BE-1563-4D95-94F8-B67760D39CE0_1_105_c.jpeg,Simple Resize,0.4022262414198404,88.34133911132812
ECAF26C0-D3D5-4672-8E4A-D3619AAD9D8D_1_105_c.jpeg,Simple Resize,0.07677447335527815,105.15061442057292
0F80DD52-F6B2-44A4-87AA-396E52973AF3_1_105_c.jpeg,Simple Resize,0.18749243244388847,95.7903340657552
5E87264F-ED1E-4F88-878E-D700FEB92757_4_5005_c.jpeg,Simple Resize,0.5222567587577758,107.86111111111111
DDEAC7EE-D6F7-4FA6-9AD7-0226592E72D9_4_5005_c.jpeg,Simple Resize,0.059480709719574844,103.26902777777778
1BB7F1EB-B96F-4666-9E19-15F70F0D03FE_4_5005_c.jpeg,Simple Resize,0.05170260828806523,103.84680555555556
20639987-81F8-4A9A-BBC4-D9452B6EB2C4_1_105_c.jpeg,Simple Resize,0.22347408378046302,95.63677469889323
46EA260D-FB51-4237-ACFC-78A79DDB7D5D_1_105_c.jpeg,Simple Resize,0.04142798709565708,103.86886914912571
124F5A6D-B502-4A47-8273-DFF0EFCDD0C3_1_105_c.jpeg,Simple Resize,0.4384774469041337,105.52508036295573
BB44ACEB-5C66-459B-8FFC-887FA3A9E9F8_4_5005_c.jpeg,Simple Resize,0.11215286269867984,101.59819444444445
1206C5BC-2964-4A71-8D32-E0F52F71492B_4_5005_c.jpeg,Simple Resize,0.38963158122713915,93.525625
210534A2-6FA6-4BD3-8405-18A31972D9E1_1_105_c.jpeg,Simple Resize,0.10511671090439222,108.44094848632812
C941F325-6C30-4A84-ACFC-CEE24EAF220A_1_105_c.jpeg,Simple Resize,0.33353543210109543,104.43172709147136
DF3FC20F-6577-47DD-BEB4-B98F61B86EA1_4_5005_c.jpeg,Simple Resize,0.39441366778842496,97.55002314814814
0C0486D6-AC0C-4157-9DA9-FCF070429A66_4_5005_c.jpeg,Simple Resize,0.43620295370875295,88.27958333333333
4A05CB48-693C-436F-8B4E-6A5E26CE6834_4_5005_c.jpeg,Simple Resize,0.16958852706702712,101.8806712962963
2B135B34-2E37-4100-A687-F272792C7FE4_1_105_c.jpeg,Simple Resize,0.41772396415610663,105.30629984537761
8FAFA15E-7C33-4F64-A55C-D0F80C2260E3_4_5005_c.jpeg,Simple Resize,0.39917332670741357,92.48166666666667
125890BC-79D3-4B09-9CEB-CB68CA8BBAE4_4_5005_c.jpeg,Simple Resize,0.5360122519063668,95.17916666666666
CBA92187-BD0E-4679-B5F7-58B2758F63C7_1_105_c.jpeg,Simple Resize,0.05359141029815945,105.28849283854167
0610CA71-5074-49E0-8B1A-34B2DA26F350_1_105_c.jpeg,Simple Resize,0.10210745530479978,104.77842712402344
41FB5805-51BB-43A1-84E6-AA28C1180640_1_105_c.jpeg,Simple Resize,0.09393306823927573,104.51684061686198
097991E9-02E4-4FE0-9704-78481E103DB5_4_5005_c.jpeg,Simple Resize,0.05562058314926496,103.5107175925926
470FC961-550E-43BC-9176-642B01815641_1_105_c.jpeg,Simple Resize,0.5823018756352778,80.6189473470052
9FA56B72-95C9-4DAD-9EFD-0DA9C01CC0F3_4_5005_c.jpeg,Simple Resize,0.03749609197120458,105.83039351851852
E5405D8E-CB9A-4240-8F66-F4817EC23128_1_105_c.jpeg,Simple Resize,0.12353801680336113,107.16858418782552
83C31E49-F031-46E1-B00A-5B0FFA98FF1B_1_105_c.jpeg,Simple Resize,0.1376362754929316,99.72702534993489
54A46EC2-D9B9-42EC-B59A-7A35F132EEC6_1_105_c.jpeg,Simple Resize,0.5715230044888239,83.44238884471898
39BF9EA2-AAFA-4A5E-B367-92708741CBD1_4_5005_c.jpeg,Simple Resize,0.6732496260035096,83.94726851851851
78393038-B882-42E5-B84B-63161319977D_1_105_c.jpeg,Simple Resize,0.04372538420866941,104.16648038448642
03BDABB4-A477-4118-A9E9-0CF84B9C97B3_4_5005_c.jpeg,Simple Resize,0.3150371706479891,109.22046296296297
FDEFFFE8-85B4-447C-93BC-5B13CFA722D0_1_105_c.jpeg,Simple Resize,0.18771976336432553,104.84320576985677
C26E4FBA-BBDD-4CA0-95C9-7EFDB163AF00_1_105_c.jpeg,Simple Resize,0.11636969198324881,103.29158020019531
F25CB9B3-57A8-4074-99F7-9630DE4CC1AA_1_105_c.jpeg,Simple Resize,0.28707246111767143,99.96917215983073
1D2052CA-0321-48E2-90AA-F7EE47167436_4_5005_c.jpeg,Simple Resize,0.19865064031769492,103.00247685185185
A2AE5261-45F2-4AC2-839F-54A6C7302D9A_1_105_c.jpeg,Simple Resize,0.5964904227879181,71.05529276529948
E6A991E5-F6AA-4620-817B-6314E1086970_1_105_c.jpeg,Simple Resize,0.11164310591498064,100.63307698567708
136689C1-13CF-461B-9BA7-0941FDF54300_1_105_c.jpeg,Simple Resize,0.11342666321023157,101.7706298828125
E048023A-D908-4A5B-826F-DB6F71C8BC8A_1_105_c.jpeg,Simple Resize,0.10924359915926928,100.96981811523438
69CB6704-43D5-4490-8FB3-A6BC67D564BC_1_105_c.jpeg,Simple Resize,0.3866786456408929,106.55858866373698
38F524E9-20B2-4C13-AF20-FA0C0755F175_4_5005_c.jpeg,Simple Resize,0.1769245169863872,100.83361111111111
52394B00-792B-4871-A874-BF9C487724CB_4_5005_c.jpeg,Simple Resize,0.3686465271247596,93.22509259259259
9E4E3604-A418-47A8-8853-FF8DADF52C96_1_105_c.jpeg,Simple Resize,0.18429795172563562,105.08328247070312
7CCB5A21-784F-495B-9EF3-C9253D79325F_1_105_c.jpeg,Simple Resize,0.1217620662051144,102.5285135904948
84E05D58-655B-47D4-8865-146443D7413F_1_105_c.jpeg,Simple Resize,0.18369249304544033,100.13306172688802
465DAA8C-3607-49D2-92D1-61107783AE57_1_105_c.jpeg,Simple Resize,0.1841798426648964,102.81615702311198
